Latitude,Longitude,state_id,state_name,county_name,population,density,Nearby Cities
39.95,-74.95,"PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, PA, PA, NJ, NJ, NJ, NJ","Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Philadelphia, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Camden, Camden, Burlington, Bucks, Camden, Camden, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Camden, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Burlington, Camden, Burlington, Camden, Camden, Camden, Montgomery, Bucks, Bucks, Camden, Camden, Burlington, Camden",6057137,82262.7,"Philadelphia, Camden, Lindenwold, Springdale, Moorestown-Lenola, Westmont, Echelon, Cherry Hill Mall, Bellmawr, Gloucester City, Greentree, Marlton, Croydon, Ashland, Audubon, Runnemede, Berlin, Haddon Heights, Palmyra, Barrington, Kingston Estates, Stratford, Ramblewood, Glendora, Somerdale, Ellisburg, Clementon, Golden Triangle, Mount Ephraim, Barclay, Magnolia, Medford Lakes, Oaklyn, Merchantville, Lawnside, Woodlynne, Riverton, West Berlin, Beverly, Gibbsboro, Laurel Springs, Brooklawn, Cheltenham Village, Eddington, Cornwells Heights, Audubon Park, Hi-Nella, Vincentown, Tavistock"
40.05,-74.95,"PA, PA, NJ, NJ, NJ, NJ, PA, PA, NJ, NJ, PA, NJ, PA, NJ, NJ, PA, NJ, NJ, PA, NJ, PA, PA, PA, NJ, PA, NJ, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA","Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania","Philadelphia, Bucks, Burlington, Camden, Camden, Burlington, Bucks, Bucks, Burlington, Camden, Montgomery, Burlington, Bucks, Camden, Camden, Montgomery, Camden, Burlington, Bucks, Camden, Montgomery, Bucks, Bucks, Burlington, Montgomery, Burlington, Bucks, Montgomery, Bucks, Bucks, Montgomery, Bucks, Bucks, Bucks, Bucks, Montgomery, Bucks",5904877,58251,"Philadelphia, Levittown, Moorestown-Lenola, Cherry Hill Mall, Greentree, Marlton, Croydon, Fairless Hills, Palmyra, Kingston Estates, Elkins Park, Ramblewood, Churchville, Ellisburg, Golden Triangle, Jenkintown, Barclay, Roebling, Trevose, Merchantville, Wyncote, Woodbourne, Village Shires, Riverton, Rockledge, Beverly, Penndel, McKinley, Tullytown, Feasterville, Cheltenham Village, Eddington, Langhorne, Langhorne Manor, Cornwells Heights, Bryn Athyn, Hulmeville"
40.15,-74.95,"PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, NJ, PA, PA, PA, PA, NJ, PA, PA, PA, NJ, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania","Bucks, Montgomery, Montgomery, Bucks, Bucks, Bucks, Montgomery, Bucks, Montgomery, Bucks, Bucks, Montgomery, Burlington, Bucks, Bucks, Bucks, Bucks, Burlington, Bucks, Montgomery, Bucks, Burlington, Bucks, Montgomery, Bucks, Bucks, Bucks, Montgomery, Bucks, Bucks, Bucks, Bucks, Montgomery, Bucks, Bucks",196457,56018.6,"Levittown, Willow Grove, Roslyn, Croydon, Morrisville, Fairless Hills, Hatboro, Richboro, Elkins Park, Churchville, Newtown Grant, Jenkintown, Roebling, Trevose, Warminster Heights, Woodbourne, Village Shires, Riverton, Woodside, Rockledge, Yardley, Beverly, Penndel, McKinley, Tullytown, Newtown, Feasterville, Cheltenham Village, Eddington, Langhorne, Langhorne Manor, Cornwells Heights, Bryn Athyn, Ivyland, Hulmeville"
40.25,-74.95,"NJ, PA, PA, PA, PA, PA, PA, PA, NJ, NJ, PA, PA, PA, PA, NJ, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, NJ, NJ, NJ","New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey","Mercer, Bucks, Bucks, Bucks, Montgomery, Bucks, Bucks, Bucks, Mercer, Hunterdon, Bucks, Bucks, Bucks, Bucks, Mercer, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Montgomery, Bucks, Bucks, Mercer, Hunterdon, Mercer",509556,43358.3,"Trenton, Levittown, Morrisville, Fairless Hills, Hatboro, Richboro, Churchville, Newtown Grant, The College of New Jersey, Lambertville, Trevose, Warminster Heights, Woodbourne, Village Shires, Pennington, Woodside, New Hope, Yardley, Penndel, Tullytown, Newtown, Feasterville, Langhorne, Langhorne Manor, Bryn Athyn, Ivyland, Hulmeville, Titusville, Stockton, Washington Crossing"
40.35,-74.95,"PA, PA, NJ, NJ, PA, PA, NJ, PA, PA, PA, PA, PA, NJ, NJ, NJ, NJ, NJ","Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Bucks, Bucks, Mercer, Hunterdon, Bucks, Bucks, Mercer, Bucks, Bucks, Bucks, Bucks, Bucks, Mercer, Hunterdon, Mercer, Hunterdon, Mercer",47580,17483,"Richboro, Newtown Grant, The College of New Jersey, Lambertville, Woodbourne, Village Shires, Pennington, Plumsteadville, Woodside, New Hope, Yardley, Newtown, Hopewell, Ringoes, Titusville, Stockton, Washington Crossing"
40.45,-74.95,"NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Hunterdon, Hunterdon, Bucks, Mercer, Hunterdon, Hunterdon, Mercer, Hunterdon, Hunterdon",17626,7040.1,"Flemington, Lambertville, New Hope, Hopewell, Frenchtown, Ringoes, Titusville, Three Bridges, Stockton"
40.55,-74.95,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Warren",21501,6172.6,"Flemington, White House Station, High Bridge, Annandale, Frenchtown, Glen Gardner, Milford, Bloomsbury, Ringoes, Three Bridges, Stockton, Asbury"
40.65,-74.95,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Hunterdon, Hunterdon, Hunterdon, Warren, Hunterdon, Warren, Hunterdon, Hunterdon, Warren, Hunterdon, Hunterdon, Hunterdon, Warren, Warren, Warren, Warren, Warren, Hunterdon, Warren, Warren, Warren, Warren",36683,11093.1,"Washington, Flemington, White House Station, High Bridge, Alpha, Annandale, Upper Pohatcong, Frenchtown, Glen Gardner, Brass Castle, Milford, Califon, Bloomsbury, Lopatcong Overlook, Anderson, Stewartsville, New Village, Upper Stewartsville, Oldwick, Port Colden, Asbury, Broadway, Port Murray"
40.75,-74.95,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Warren, Warren, Hunterdon, Warren, Morris, Hunterdon, Hunterdon, Warren, Hunterdon, Hunterdon, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren",43415,9659,"Hackettstown, Washington, Beattystown, High Bridge, Belvidere, Long Valley, Annandale, Glen Gardner, Brass Castle, Califon, Bloomsbury, Brookfield, Vienna, Lopatcong Overlook, Anderson, Stewartsville, Mountain Lake, New Village, Upper Stewartsville, Great Meadows, Bridgeville, Port Colden, Asbury, Hutchinson, Buttzville, Broadway, Port Murray"
40.85,-74.95,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Warren, Warren, Warren, Warren, Morris, Hunterdon, Warren, Hunterdon, Warren, Warren, Warren, Northampton, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren",41485,8549.4,"Hackettstown, Washington, Beattystown, Panther Valley, Belvidere, Long Valley, Glen Gardner, Brass Castle, Califon, Brookfield, Vienna, Anderson, Portland, Mountain Lake, Johnsonburg, Great Meadows, Hainesburg, Bridgeville, Mount Hermon, Port Colden, Columbia, Asbury, Marksboro, Hutchinson, Buttzville, Broadway, Port Murray"
40.95,-74.95,"NJ, NJ, NJ, NJ, NJ, PA, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Warren, Warren, Warren, Warren, Monroe, Northampton, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren",26813,4859.9,"Hackettstown, Beattystown, Panther Valley, Belvidere, Vienna, Delaware Water Gap, Portland, Mountain Lake, Johnsonburg, Great Meadows, Hainesburg, Bridgeville, Mount Hermon, Columbia, Marksboro, Buttzville"
41.05,-74.95,"NJ, PA, PA, PA, NJ, PA, NJ, NJ, NJ, NJ","New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Sussex, Pike, Pike, Pike, Sussex, Pike, Warren, Warren, Warren, Warren",19890,2803.8,"Newton, Saw Creek, Pine Ridge, Pocono Ranch Lands, Crandon Lakes, Pocono Mountain Lake Estates, Johnsonburg, Hainesburg, Mount Hermon, Marksboro"
41.15,-74.95,"PA, PA, PA, PA, PA, NJ, NJ, PA, NJ","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey","Pike, Pike, Pike, Pike, Pike, Sussex, Sussex, Pike, Sussex",15154,2685.1,"Saw Creek, Pine Ridge, Conashaugh Lakes, Birchwood Lakes, Pocono Ranch Lands, Crandon Lakes, Layton, Pocono Mountain Lake Estates, Branchville"
41.25,-74.95,"PA, PA, PA, PA, PA, PA, PA, PA, PA, PA, NJ, NJ, PA","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania","Pike, Pike, Pike, Pike, Pike, Pike, Pike, Pike, Pike, Pike, Sussex, Sussex, Pike",26815,4497.7,"Saw Creek, Hemlock Farms, Pocono Woodland Lakes, Pine Ridge, Gold Key Lake, Conashaugh Lakes, Birchwood Lakes, Milford, Pocono Ranch Lands, Sunrise Lake, Crandon Lakes, Layton, Pocono Mountain Lake Estates"
41.35,-74.95,"PA, PA, PA, PA, PA, PA, PA, NY","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New York","Pike, Pike, Pike, Pike, Pike, Pike, Pike, Sullivan",15733,3140.2,"Hemlock Farms, Pocono Woodland Lakes, Gold Key Lake, Conashaugh Lakes, Birchwood Lakes, Milford, Sunrise Lake, Barryville"
41.45,-74.95,"PA, PA, PA, PA, PA, PA, PA, NY, NY","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New York, New York","Pike, Pike, Pike, Pike, Pike, Pike, Pike, Sullivan, Sullivan",14310,1743.5,"Hemlock Farms, Pocono Woodland Lakes, Gold Key Lake, Conashaugh Lakes, Sunrise Lake, Fawn Lake Forest, Masthope, Barryville, Eldred"
41.55,-74.95,"PA, NY, PA, NY, NY, NY, NY, NY","Pennsylvania, New York, Pennsylvania, New York, New York, New York, New York, New York","Pike, Sullivan, Pike, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",3169,692.6,"Fawn Lake Forest, Smallwood, Masthope, Narrowsburg, Barryville, Lake Huntington, Eldred, White Lake"
41.65,-74.95,"PA, NY, PA, NY, NY, NY, NY, NY, NY, NY, NY","Pennsylvania, New York, Pennsylvania, New York, New York, New York, New York, New York, New York, New York, New York","Pike, Sullivan, Pike, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",4322,1266.5,"Fawn Lake Forest, Smallwood, Masthope, Kauneonga Lake, Jeffersonville, Narrowsburg, Hortonville, Lake Huntington, Mongaup Valley, Eldred, White Lake"
41.75,-74.95,"NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",2871,1077.6,"Smallwood, Kauneonga Lake, Jeffersonville, Hortonville, Lake Huntington, Swan Lake, Mongaup Valley, Hankins, White Lake"
41.85,-74.95,"NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",2403,925.8,"Livingston Manor, Roscoe, Jeffersonville, Hortonville, Swan Lake, Hankins"
41.95,-74.95,"NY, NY, NY","New York, New York, New York","Sullivan, Sullivan, Delaware",1620,305.5,"Livingston Manor, Roscoe, Downsville"
42.05,-74.95,"NY, NY","New York, New York","Sullivan, Delaware",757,202.8,"Roscoe, Downsville"
42.15,-74.95,NY,New York,Delaware,315,27.7,Downsville
42.25,-74.95,NY,New York,Delaware,290,85,Bloomville
42.35,-74.95,"NY, NY, NY","New York, New York, New York","Otsego, Delaware, Delaware",14876,1393.8,"Oneonta, Davenport Center, Bloomville"
42.45,-74.95,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Delaware, Otsego, Delaware, Otsego, Otsego",17731,1904,"Oneonta, West End, Davenport Center, Schenevus, Bloomville, Portlandville, Mount Vision"
42.55,-74.95,"NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Delaware, Otsego, Otsego, Otsego, Otsego, Otsego",19854,2377.4,"Oneonta, West End, Cooperstown, Davenport Center, Schenevus, Hartwick Seminary, Portlandville, Mount Vision, Westford"
42.65,-74.95,"NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego",3425,903,"Cooperstown, Schenevus, Hartwick Seminary, Fly Creek, Portlandville, Mount Vision, Westford, Schuyler Lake"
42.75,-74.95,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego",4252,1118.9,"Cooperstown, Richfield Springs, Springfield Center, Hartwick Seminary, Fly Creek, Westford, Schuyler Lake"
42.85,-74.95,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego",3873,1040.9,"Cooperstown, Richfield Springs, Springfield Center, Fly Creek, Schuyler Lake"
42.95,-74.95,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Otsego, Herkimer, Herkimer, Otsego, Herkimer",15327,2827.6,"Ilion, Little Falls, Richfield Springs, East Herkimer, East Frankfort, Springfield Center, South Ilion"
43.05,-74.95,"NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer",16844,3219.4,"Ilion, Little Falls, Dolgeville, East Herkimer, Middleville, East Frankfort, Salisbury Center, South Ilion"
43.15,-74.95,"NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer",16864,3237.1,"Ilion, Little Falls, Dolgeville, East Herkimer, Middleville, East Frankfort, Salisbury Center, Cold Brook"
43.25,-74.95,"NY, NY, NY","New York, New York, New York","Herkimer, Oneida, Herkimer",1114,751.5,"Middleville, Prospect, Cold Brook"
43.35,-74.95,"NY, NY","New York, New York","Oneida, Herkimer",492,437.6,"Prospect, Cold Brook"
43.45,-74.95,,,,0,0,No cities found
43.55,-74.95,"NY, NY, NY, NY","New York, New York, New York, New York","Herkimer, Herkimer, Oneida, Oneida",1003,375.2,"Old Forge, Thendara, White Lake, Otter Lake"
43.65,-74.95,"NY, NY, NY, NY","New York, New York, New York, New York","Herkimer, Herkimer, Oneida, Herkimer",907,413.2,"Old Forge, Thendara, Otter Lake, Eagle Bay"
43.75,-74.95,"NY, NY, NY","New York, New York, New York","Herkimer, Herkimer, Herkimer",819,341.3,"Old Forge, Thendara, Eagle Bay"
43.85,-74.95,"NY, NY, NY","New York, New York, New York","Herkimer, Herkimer, Herkimer",819,341.3,"Old Forge, Thendara, Eagle Bay"
43.95,-74.95,,,,0,0,No cities found
44.05,-74.95,NY,New York,St. Lawrence,649,57.8,Star Lake
44.15,-74.95,"NY, NY","New York, New York","St. Lawrence, St. Lawrence",773,60.3,"Star Lake, Cranberry Lake"
44.25,-74.95,"NY, NY","New York, New York","St. Lawrence, St. Lawrence",773,60.3,"Star Lake, Cranberry Lake"
44.35,-74.95,,,,0,0,No cities found
44.45,-74.95,NY,New York,St. Lawrence,892,67.2,Hannawa Falls
44.55,-74.95,NY,New York,St. Lawrence,892,67.2,Hannawa Falls
44.65,-74.95,"NY, NY","New York, New York","St. Lawrence, St. Lawrence",2174,303.5,"Norwood, Hannawa Falls"
44.75,-74.95,"NY, NY, NY, NY","New York, New York, New York, New York","St. Lawrence, St. Lawrence, St. Lawrence, St. Lawrence",2919,456.1,"Norwood, Hannawa Falls, Brasher Falls, Winthrop"
44.85,-74.95,"NY, NY, NY","New York, New York, New York","St. Lawrence, St. Lawrence, St. Lawrence",2027,388.9,"Norwood, Brasher Falls, Winthrop"
44.95,-74.95,,,,0,0,No cities found
45.05,-74.95,,,,0,0,No cities found
45.15,-74.95,,,,0,0,No cities found
45.25,-74.95,,,,0,0,No cities found
45.35,-74.95,,,,0,0,No cities found
45.45,-74.95,,,,0,0,No cities found
45.55,-74.95,,,,0,0,No cities found
45.65,-74.95,,,,0,0,No cities found
45.75,-74.95,,,,0,0,No cities found
45.85,-74.95,,,,0,0,No cities found
45.95,-74.95,,,,0,0,No cities found
46.05,-74.95,,,,0,0,No cities found
46.15,-74.95,,,,0,0,No cities found
46.25,-74.95,,,,0,0,No cities found
46.35,-74.95,,,,0,0,No cities found
46.45,-74.95,,,,0,0,No cities found
46.55,-74.95,,,,0,0,No cities found
46.65,-74.95,,,,0,0,No cities found
46.75,-74.95,,,,0,0,No cities found
46.85,-74.95,,,,0,0,No cities found
46.95,-74.95,,,,0,0,No cities found
47.05,-74.95,,,,0,0,No cities found
47.15,-74.95,,,,0,0,No cities found
47.25,-74.95,,,,0,0,No cities found
47.35,-74.95,,,,0,0,No cities found
47.45,-74.95,,,,0,0,No cities found
47.55,-74.95,,,,0,0,No cities found
47.65,-74.95,,,,0,0,No cities found
47.75,-74.95,,,,0,0,No cities found
47.85,-74.95,,,,0,0,No cities found
47.95,-74.95,,,,0,0,No cities found
48.05,-74.95,,,,0,0,No cities found
48.15,-74.95,,,,0,0,No cities found
48.25,-74.95,,,,0,0,No cities found
48.35,-74.95,,,,0,0,No cities found
48.45,-74.95,,,,0,0,No cities found
48.55,-74.95,,,,0,0,No cities found
48.65,-74.95,,,,0,0,No cities found
48.75,-74.95,,,,0,0,No cities found
48.85,-74.95,,,,0,0,No cities found
48.95,-74.95,,,,0,0,No cities found
49.05,-74.95,,,,0,0,No cities found
49.15,-74.95,,,,0,0,No cities found
49.25,-74.95,,,,0,0,No cities found
49.35,-74.95,,,,0,0,No cities found
49.45,-74.95,,,,0,0,No cities found
49.55,-74.95,,,,0,0,No cities found
49.65,-74.95,,,,0,0,No cities found
49.75,-74.95,,,,0,0,No cities found
49.85,-74.95,,,,0,0,No cities found
49.95,-74.95,,,,0,0,No cities found
24.05,-74.85,,,,0,0,No cities found
24.15,-74.85,,,,0,0,No cities found
24.25,-74.85,,,,0,0,No cities found
24.35,-74.85,,,,0,0,No cities found
24.45,-74.85,,,,0,0,No cities found
24.55,-74.85,,,,0,0,No cities found
24.65,-74.85,,,,0,0,No cities found
24.75,-74.85,,,,0,0,No cities found
24.85,-74.85,,,,0,0,No cities found
24.95,-74.85,,,,0,0,No cities found
25.05,-74.85,,,,0,0,No cities found
25.15,-74.85,,,,0,0,No cities found
25.25,-74.85,,,,0,0,No cities found
25.35,-74.85,,,,0,0,No cities found
25.45,-74.85,,,,0,0,No cities found
25.55,-74.85,,,,0,0,No cities found
25.65,-74.85,,,,0,0,No cities found
25.75,-74.85,,,,0,0,No cities found
25.85,-74.85,,,,0,0,No cities found
25.95,-74.85,,,,0,0,No cities found
26.05,-74.85,,,,0,0,No cities found
26.15,-74.85,,,,0,0,No cities found
26.25,-74.85,,,,0,0,No cities found
26.35,-74.85,,,,0,0,No cities found
26.45,-74.85,,,,0,0,No cities found
26.55,-74.85,,,,0,0,No cities found
26.65,-74.85,,,,0,0,No cities found
26.75,-74.85,,,,0,0,No cities found
26.85,-74.85,,,,0,0,No cities found
26.95,-74.85,,,,0,0,No cities found
27.05,-74.85,,,,0,0,No cities found
27.15,-74.85,,,,0,0,No cities found
27.25,-74.85,,,,0,0,No cities found
27.35,-74.85,,,,0,0,No cities found
27.45,-74.85,,,,0,0,No cities found
27.55,-74.85,,,,0,0,No cities found
27.65,-74.85,,,,0,0,No cities found
27.75,-74.85,,,,0,0,No cities found
27.85,-74.85,,,,0,0,No cities found
27.95,-74.85,,,,0,0,No cities found
28.05,-74.85,,,,0,0,No cities found
28.15,-74.85,,,,0,0,No cities found
28.25,-74.85,,,,0,0,No cities found
28.35,-74.85,,,,0,0,No cities found
28.45,-74.85,,,,0,0,No cities found
28.55,-74.85,,,,0,0,No cities found
28.65,-74.85,,,,0,0,No cities found
28.75,-74.85,,,,0,0,No cities found
28.85,-74.85,,,,0,0,No cities found
28.95,-74.85,,,,0,0,No cities found
29.05,-74.85,,,,0,0,No cities found
29.15,-74.85,,,,0,0,No cities found
29.25,-74.85,,,,0,0,No cities found
29.35,-74.85,,,,0,0,No cities found
29.45,-74.85,,,,0,0,No cities found
29.55,-74.85,,,,0,0,No cities found
29.65,-74.85,,,,0,0,No cities found
29.75,-74.85,,,,0,0,No cities found
29.85,-74.85,,,,0,0,No cities found
29.95,-74.85,,,,0,0,No cities found
30.05,-74.85,,,,0,0,No cities found
30.15,-74.85,,,,0,0,No cities found
30.25,-74.85,,,,0,0,No cities found
30.35,-74.85,,,,0,0,No cities found
30.45,-74.85,,,,0,0,No cities found
30.55,-74.85,,,,0,0,No cities found
30.65,-74.85,,,,0,0,No cities found
30.75,-74.85,,,,0,0,No cities found
30.85,-74.85,,,,0,0,No cities found
30.95,-74.85,,,,0,0,No cities found
31.05,-74.85,,,,0,0,No cities found
31.15,-74.85,,,,0,0,No cities found
31.25,-74.85,,,,0,0,No cities found
31.35,-74.85,,,,0,0,No cities found
31.45,-74.85,,,,0,0,No cities found
31.55,-74.85,,,,0,0,No cities found
31.65,-74.85,,,,0,0,No cities found
31.75,-74.85,,,,0,0,No cities found
31.85,-74.85,,,,0,0,No cities found
31.95,-74.85,,,,0,0,No cities found
32.05,-74.85,,,,0,0,No cities found
32.15,-74.85,,,,0,0,No cities found
32.25,-74.85,,,,0,0,No cities found
32.35,-74.85,,,,0,0,No cities found
32.45,-74.85,,,,0,0,No cities found
32.55,-74.85,,,,0,0,No cities found
32.65,-74.85,,,,0,0,No cities found
32.75,-74.85,,,,0,0,No cities found
32.85,-74.85,,,,0,0,No cities found
32.95,-74.85,,,,0,0,No cities found
33.05,-74.85,,,,0,0,No cities found
33.15,-74.85,,,,0,0,No cities found
33.25,-74.85,,,,0,0,No cities found
33.35,-74.85,,,,0,0,No cities found
33.45,-74.85,,,,0,0,No cities found
33.55,-74.85,,,,0,0,No cities found
33.65,-74.85,,,,0,0,No cities found
33.75,-74.85,,,,0,0,No cities found
33.85,-74.85,,,,0,0,No cities found
33.95,-74.85,,,,0,0,No cities found
34.05,-74.85,,,,0,0,No cities found
